Date,Sales,Year,Month,Day,DayOfWeek,Week,Quarter,DayOfYear,IsWeekend,Lag_1,Lag_7,Lag_30,RollingMean_7,RollingMean_30,RollingStd_7,ExpandingMean,Z_Score,Anomaly,Anomaly Type
2016-02-16,160.43,2016,2,16,1,7,1,47,0,1602.38,2432.544,2682.326,594.109428571428,1154.9706866666666,582.1920184082261,1534.9766313069908,-0.7405843263194863,False,Normal
2016-02-18,105.844,2016,2,18,3,7,1,49,0,160.43,324.10999999999996,2072.096,562.9285714285709,1089.4289533333333,604.4809059754582,1530.6459263636364,-0.7642341570095978,False,Normal
2016-02-20,316.78000000000003,2016,2,20,5,7,1,51,1,105.844,129.09199999999998,2172.6510000000003,589.7411428571423,1027.5665866666666,585.9074933716937,1526.9786577039276,-0.6728444108027064,False,Normal
2016-02-21,2591.1,2016,2,21,6,7,1,52,1,316.78000000000003,785.5519999999999,5253.2699999999995,847.6765714285709,938.8275866666665,962.731022563543,1530.1838424698794,0.3125233196617823,False,Normal
2016-02-22,79.36,2016,2,22,0,8,1,53,0,2591.1,77.24,1932.096,847.979428571428,877.06972,962.4485555184644,1525.827014114114,-0.7757085664918263,False,Normal
2016-02-23,37.775999999999996,2016,2,23,1,8,1,54,0,79.36,1079.962,1768.2215999999999,699.0957142857138,819.3882,1000.4409437578997,1521.3717715568862,-0.7937251744026019,False,Normal
2016-02-25,25.869999999999997,2016,2,25,3,8,1,56,0,37.775999999999996,1602.38,264.46000000000004,473.87999999999937,811.4352,938.7534311976129,1516.9075871641792,-0.7988835462231506,False,Normal
2016-02-27,1159.2710000000002,2016,2,27,5,8,1,58,1,25.869999999999997,160.43,295.272,616.5715714285709,840.2351666666667,958.8649327890648,1515.843192559524,-0.3078282984672577,False,Normal
2016-02-28,551.264,2016,2,28,6,8,1,59,1,1159.2710000000002,105.844,31.538,680.2029999999995,857.5593666666666,933.7747294136984,1512.9809397626111,-0.5712523011126737,False,Normal
2016-03-01,1642.1743999999999,2016,3,1,1,9,1,61,0,551.264,316.78000000000003,364.07,869.5450571428565,900.1628466666666,980.9834578130507,1513.3631689349113,-0.09860645312817395,False,Normal
2016-03-02,899.5699999999999,2016,3,2,2,9,1,62,0,1642.1743999999999,2591.1,1018.104,627.8979142857137,896.2117133333334,632.7674601012156,1511.5525696165191,-0.42034587953296454,False,Normal
2016-03-05,1969.267,2016,3,5,5,9,1,65,1,899.5699999999999,79.36,747.496,897.884628571428,936.9374133333333,751.7197339925692,1512.8987885294118,0.043109089501591875,False,Normal
2016-03-06,1555.244,2016,3,6,6,9,1,66,1,1969.267,37.775999999999996,622.278,1114.665771428571,968.03628,677.4795684269698,1513.0229680351906,-0.13626975950386874,False,Normal
2016-03-07,807.54,2016,3,7,0,10,1,67,0,1555.244,25.869999999999997,350.384,1226.3329142857135,983.2748133333333,512.418212311922,1510.9601523391811,-0.46021862929317725,False,Normal
2016-03-08,2563.2960000000003,2016,3,8,1,10,1,68,0,807.54,1159.2710000000002,301.742,1426.9079142857138,1058.6599466666667,716.0999957749945,1514.0281868804666,0.30047700938977384,False,Normal
2016-03-09,478.008,2016,3,9,2,10,1,69,0,2563.2960000000003,551.264,43.66,1416.4427714285707,1073.1382133333332,731.4013230202198,1511.0165002906976,-0.602991061912784,False,Normal
2016-03-10,90.93199999999999,2016,3,10,3,10,1,70,0,478.008,1642.1743999999999,13.12,1194.8367142857137,1075.7319466666665,872.9210251595116,1506.9003133333333,-0.770694902901419,False,Normal
2016-03-12,51.016000000000005,2016,3,12,5,10,1,72,1,90.93199999999999,899.5699999999999,182.72,1073.614714285714,1071.3418133333332,973.8434745780243,1502.6925552023122,-0.7879888361778359,False,Normal
2016-03-13,1384.856,2016,3,13,6,10,1,73,1,51.016000000000005,1969.267,3573.252,990.127428571428,998.39528,907.0202047331945,1502.3529685878962,-0.21009175326832724,False,Normal
2016-03-14,707.9000000000001,2016,3,14,0,11,1,74,0,1384.856,1555.244,4297.644,869.0782857142852,878.7371466666666,875.0084978630385,1500.0700577586208,-0.5033884737581081,False,Normal
2016-03-15,16.776,2016,3,15,1,11,1,75,0,707.9000000000001,807.54,2161.6400000000003,756.1119999999995,807.2416799999999,933.375753351221,1495.8199315186248,-0.8028235960581975,False,Normal
2016-03-16,7230.209999999999,2016,3,16,2,11,1,76,0,16.776,2563.2960000000003,99.26,1422.8139999999996,1044.9400133333334,2606.5216856884117,1512.2039031428571,2.322455647599414,False,Normal
2016-03-17,48.84,2016,3,17,3,11,1,77,0,7230.209999999999,478.008,492.836,1361.504285714285,1030.1401466666666,2637.3144735811334,1508.0347752136752,-0.7889316059646253,False,Normal
2016-03-19,5203.89,2016,3,19,5,11,1,79,1,48.84,90.93199999999999,2432.544,2091.9268571428565,1122.5183466666667,2919.6894786237867,1518.5343639204546,1.444535944305769,False,Normal
2016-03-20,102.52000000000001,2016,3,20,6,11,1,80,1,5203.89,51.016000000000005,324.10999999999996,2099.284571428571,1115.1320133333331,2913.747972235688,1514.5229917847025,-0.7656743071802264,False,Normal
2016-03-21,1270.3790000000001,2016,3,21,0,12,1,81,0,102.52000000000001,1384.856,129.09199999999998,2082.9307142857137,1153.1749133333333,2918.7430969629495,1513.8333194915256,-0.25968984926202343,False,Normal
2016-03-22,2481.424,2016,3,22,1,12,1,82,0,1270.3790000000001,707.9000000000001,785.5519999999999,2336.291285714285,1209.7039799999998,2855.7869311236914,1516.5589270422536,0.2650052961618249,False,Normal
2016-03-23,633.302,2016,3,23,2,12,1,83,0,2481.424,16.776,77.24,2424.3664285714285,1228.23938,2780.8522286921175,1514.0778682584269,-0.5357086670278283,False,Normal
2016-03-24,412.95,2016,3,24,3,12,1,84,0,633.302,7230.209999999999,1079.962,1450.4721428571427,1206.0056466666667,1857.8306239979931,1510.9934764705883,-0.6311779722018191,False,Normal
2016-03-26,131.16,2016,3,26,5,12,1,86,1,412.95,48.84,1602.38,1462.2321428571427,1156.96498,1847.7126196096547,1507.1391930167597,-0.7532657930746903,False,Normal
2016-03-27,83.7,2016,3,27,6,12,1,87,1,131.16,5203.89,160.43,730.7764285714281,1154.4073133333334,879.3375028235248,1503.1741813370475,-0.7738282260163365,False,Normal
2016-03-28,243.344,2016,3,28,0,13,1,88,0,83.7,102.52000000000001,105.844,750.8941428571424,1158.9906466666666,864.046472382188,1499.6746530555554,-0.7046611580741503,False,Normal
2016-03-29,1559.0800000000002,2016,3,29,1,13,1,89,0,243.344,1270.3790000000001,316.78000000000003,792.1371428571423,1200.4006466666665,899.1524533469116,1499.8392108033242,-0.13460778114811317,False,Normal
2016-03-30,571.224,2016,3,30,2,13,1,90,0,1559.0800000000002,2481.424,2591.1,519.251428571428,1133.0714466666666,504.09936945366104,1497.2739754143645,-0.562604467958117,False,Normal
2016-03-31,200.716,2016,3,31,3,13,1,91,0,571.224,633.302,79.36,457.45342857142805,1137.1166466666666,514.2018706185135,1493.7021903581267,-0.7231300875186614,False,Normal
2016-04-02,299.22,2016,4,2,5,13,2,93,1,200.716,412.95,37.775999999999996,441.20628571428523,1145.8314466666668,517.6277390962197,1490.4206458791211,-0.6804524243394807,False,Normal
2016-04-04,1484.598,2016,4,4,0,14,2,95,0,299.22,131.16,25.869999999999997,634.554571428571,1194.4557133333333,624.2974065199846,1490.4046934246576,-0.16687771646964059,False,Normal
2016-04-05,2974.058,2016,4,5,1,14,2,96,0,1484.598,83.7,1159.2710000000002,1047.4628571428568,1254.9486133333335,1025.9033642988852,1494.4583909836067,0.4784430034895725,False,Normal
2016-04-06,140.004,2016,4,6,2,14,2,97,0,2974.058,243.344,551.264,1032.6999999999996,1241.2399466666664,1040.0492876634717,1490.7677795640327,-0.7494340577831624,False,Normal
2016-04-07,907.436,2016,4,7,3,14,2,98,0,140.004,1559.0800000000002,1642.1743999999999,939.6079999999994,1216.7486666666666,1013.9171109007356,1489.1826388586956,-0.41693787073568284,False,Normal
2016-04-09,757.992,2016,4,9,5,14,2,100,1,907.436,571.224,899.5699999999999,966.2891428571423,1212.0294,1005.0258589521153,1487.2010924119243,-0.48168570530229404,False,Normal
2016-04-10,169.54199999999997,2016,4,10,6,14,2,101,1,757.992,200.716,1969.267,961.8357142857138,1152.0385666666666,1009.0446640576417,1483.6398516216218,-0.736636477837306,False,Normal
2016-04-11,1328.346,2016,4,11,0,15,2,102,0,169.54199999999997,299.22,1555.244,1108.8537142857137,1144.4753000000003,970.6524406146618,1483.2212698113206,-0.23457517268536102,False,Normal
2016-04-13,3192.6780000000003,2016,4,13,2,15,2,104,0,1328.346,1484.598,807.54,1352.8651428571425,1223.9799,1254.149499820405,1487.8165836021506,0.5731619055060639,False,Normal
2016-04-14,35.208,2016,4,14,3,15,2,105,0,3192.6780000000003,2974.058,2563.2960000000003,933.0294285714281,1139.7103,1103.8920300872937,1483.922190616622,-0.794837781393629,False,Normal
2016-04-16,4161.972,2016,4,16,5,15,2,107,1,35.208,140.004,478.008,1507.5962857142852,1262.5091,1570.4435132829624,1491.082751604278,0.9931164540888692,False,Normal
2016-04-17,2745.106,2016,4,17,6,15,2,108,1,4161.972,907.436,90.93199999999999,1770.120571428571,1350.9815666666666,1606.5782422460006,1494.4268136,0.3792476780185282,False,Normal
2016-04-18,2006.96,2016,4,18,0,16,2,109,0,2745.106,757.992,51.016000000000005,1948.5445714285709,1416.1797000000001,1543.556752770556,1495.7899337765957,0.05943988985703788,False,Normal
2016-04-19,329.96,2016,4,19,1,16,2,110,0,2006.96,169.54199999999997,1384.856,1971.4614285714283,1381.0165000000002,1513.6431924042017,1492.6975466843503,-0.6671340680683849,False,Normal
2016-04-20,1194.726,2016,4,20,2,16,2,111,0,329.96,1328.346,707.9000000000001,1952.3728571428567,1397.2440333333332,1523.9129535555633,1491.9092621693121,-0.29246712990539375,False,Normal
2016-04-21,893.0899999999999,2016,4,21,3,16,2,112,0,1194.726,3192.6780000000003,16.776,1623.860285714285,1426.4545,1458.4320288709155,1490.3292641160951,-0.42315339250097694,False,Normal
2016-04-22,152.916,2016,4,22,4,16,2,113,0,893.0899999999999,35.208,7230.209999999999,1640.6757142857136,1190.5447,1437.5920604331866,1486.8097555263157,-0.7438398282394932,False,Normal
2016-04-24,25.99,2016,4,24,6,16,2,115,1,152.916,4161.972,48.84,1049.8211428571424,1189.7830333333334,1017.0657727697705,1482.9755829396324,-0.7988315552422615,False,Normal
2016-04-25,920.946,2016,4,25,0,17,2,116,0,25.99,2745.106,5203.89,789.2268571428566,1047.0182333333332,692.0728646848557,1481.5043013089005,-0.4110845528039163,False,Normal
2016-04-26,2090.1055,2016,4,26,1,17,2,117,0,920.946,2006.96,102.52000000000001,801.1047857142852,1113.2710833333333,716.7301607669011,1483.0933383812012,0.09546335736967253,False,Normal
2016-04-27,2719.59,2016,4,27,2,17,2,118,0,2090.1055,329.96,1270.3790000000001,1142.4804999999994,1161.5781166666668,976.819601249916,1486.3133817708333,0.36819266244880544,False,Normal
2016-04-28,4044.3619999999996,2016,4,28,3,17,2,119,0,2719.59,1194.726,2481.424,1549.5713571428566,1213.6760499999998,1471.0078793298567,1492.957663896104,0.9421609602357929,False,Normal
2016-04-29,7.968,2016,4,29,4,17,2,120,0,4044.3619999999996,893.0899999999999,633.302,1423.1253571428567,1192.8315833333334,1571.4556992572805,1489.1105404145078,-0.8066397340554587,False,Normal
2016-04-30,1571.695,2016,4,30,5,17,2,121,1,7.968,152.916,412.95,1625.8080714285709,1231.4564166666667,1468.441193776754,1489.3239369509045,-0.12914222928214475,False,Normal
2016-05-01,450.94,2016,5,1,6,17,2,122,1,1571.695,25.99,131.16,1686.5152142857137,1242.1157500000002,1398.392938383123,1486.6476896907216,-0.6147184941686726,False,Normal
2016-05-02,167.232,2016,5,2,0,18,2,123,0,450.94,920.946,83.7,1578.8417857142852,1244.90015,1492.9828729495807,1483.255875578406,-0.7376373042194215,False,Normal
2016-05-03,2198.76,2016,5,3,1,18,2,124,0,167.232,2090.1055,243.344,1594.3638571428567,1310.0806833333334,1499.7337884589515,1485.0905015384615,0.14253880764481142,False,Normal
2016-05-04,1121.362,2016,5,4,2,18,2,125,0,2198.76,2719.59,1559.0800000000002,1366.0455714285708,1295.4900833333334,1419.3837174764433,1484.1602496163684,-0.32425268258830414,False,Normal
2016-05-07,305.622,2016,5,7,5,18,2,128,1,1121.362,4044.3619999999996,571.224,831.9398571428567,1286.6366833333334,820.7859734913253,1481.153774489796,-0.6776787055090462,False,Normal
2016-05-08,3981.968,2016,5,8,6,18,2,129,1,305.622,7.968,200.716,1399.6541428571422,1412.6784166666664,1355.8385347378592,1487.5171694656487,0.9151282497224961,False,Normal
2016-05-09,48.81,2016,5,9,0,19,2,130,0,3981.968,1571.695,299.22,1182.0991428571422,1404.3314166666669,1443.00955120832,1483.8656284263961,-0.7889446037098475,False,Normal
2016-05-10,154.442,2016,5,10,1,19,2,131,0,48.81,450.94,1484.598,1139.7422857142853,1359.992883333333,1472.1065505437662,1480.4999989873418,-0.7431786762658533,False,Normal
2016-05-11,191.968,2016,5,11,2,19,2,132,0,154.442,167.232,2974.058,1143.2759999999996,1267.2565499999998,1469.4102336089225,1477.2461303030302,-0.726920230025478,False,Normal
2016-05-12,1060.35,2016,5,12,3,19,2,133,0,191.968,2198.76,140.004,980.6459999999995,1297.93475,1394.195660391549,1476.1960141057934,-0.3506866303050281,False,Normal
2016-05-13,238.384,2016,5,13,4,19,2,134,0,1060.35,1121.362,907.436,854.5062857142851,1275.6330166666667,1419.0643941270594,1473.0859336683418,-0.7068101186175672,False,Normal
2016-05-14,3141.1994999999997,2016,5,14,5,19,2,135,1,238.384,305.622,757.992,1259.588785714285,1355.0732666666665,1625.910596280727,1477.266669423559,0.5508584245918933,False,Normal
2016-05-15,69.908,2016,5,15,6,19,2,136,1,3141.1994999999997,3981.968,169.54199999999997,700.7230714285708,1351.7521333333332,1131.3109786056448,1473.7482727499998,-0.7798037227531924,False,Normal
2016-05-16,255.968,2016,5,16,0,20,2,137,0,69.908,48.81,1328.346,730.3170714285708,1316.0062,1113.9922926792005,1470.7114142144637,-0.6991917068846151,False,Normal
2016-05-17,47.368,2016,5,17,1,20,2,138,0,255.968,154.442,3192.6780000000003,715.020785714285,1211.1625333333332,1123.9085424437112,1467.1707589552238,-0.7895693619968651,False,Normal
2016-05-18,10.86,2016,5,18,2,20,2,139,0,47.368,191.968,35.208,689.1482142857137,1210.3509333333334,1139.926528077993,1463.5570846153844,-0.8053867514160311,False,Normal
2016-05-20,169.54399999999998,2016,5,20,4,20,2,141,0,10.86,1060.35,4161.972,561.8902142857138,1077.27,1141.3026563488525,1460.354081930693,-0.7366356113209579,False,Normal
2016-05-21,72.332,2016,5,21,5,20,2,142,1,169.54399999999998,238.384,2745.106,538.1684999999994,988.1775333333334,1150.8332095143248,1456.9268669135802,-0.7787535049392323,False,Normal
2016-05-22,3862.0980000000004,2016,5,22,6,20,2,143,1,72.332,3141.1994999999997,2006.96,641.1539999999995,1050.0154666666667,1422.7319552105705,1462.8509337438425,0.8631935923960083,False,Normal
2016-05-23,1304.956,2016,5,23,0,21,2,144,0,3862.0980000000004,69.908,329.96,817.5894285714281,1082.5153333333333,1416.6511084105757,1462.4629855036856,-0.2447090813769983,False,Normal
2016-05-24,610.3069999999999,2016,5,24,1,21,2,145,0,1304.956,255.968,1194.726,868.2092857142852,1063.0347,1399.464955162579,1460.374367892157,-0.5456714387407056,False,Normal
2016-05-25,1739.4180000000001,2016,5,25,2,21,2,146,0,610.3069999999999,47.368,893.0899999999999,1109.930714285714,1091.2456333333332,1380.0502665162358,1461.0566261613692,-0.056474868551598625,False,Normal
2016-05-26,982.5640000000001,2016,5,26,3,21,2,147,0,1739.4180000000001,10.86,152.916,1248.745571428571,1118.9005666666667,1297.472627947085,1459.8895709756098,-0.3843880506337024,False,Normal
2016-05-28,794.146,2016,5,28,5,21,2,149,1,982.5640000000001,169.54399999999998,25.99,1337.974428571428,1144.5057666666667,1230.6409940603778,1458.2697569343068,-0.46602168927675097,False,Normal
2016-05-29,1119.786,2016,5,29,6,21,2,150,1,794.146,72.332,920.946,1487.6107142857138,1151.1337666666666,1108.744172845808,1457.4481944174759,-0.3249354974706479,False,Normal
2016-05-30,681.1,2016,5,30,0,22,2,151,0,1119.786,3862.0980000000004,2090.1055,1033.182428571428,1104.1669166666666,396.3617958287345,1455.5684167070217,-0.5149997928233445,False,Normal
2016-05-31,5178.138,2016,5,31,1,22,2,152,0,681.1,1304.956,2719.59,1586.4941428571422,1186.1185166666667,1628.2063179044928,1464.5601306763285,1.4333786798069643,False,Normal
2016-06-01,834.1980000000001,2016,6,1,2,22,2,153,0,5178.138,610.3069999999999,4044.3619999999996,1618.478571428571,1079.11305,1607.9066103148682,1463.0411857831325,-0.4486688328886596,False,Normal
2016-06-04,1192.31,2016,6,4,5,22,2,156,1,834.1980000000001,1739.4180000000001,7.968,1540.3202857142853,1118.5911166666667,1614.3323845827213,1462.3903896634615,-0.2935138816539614,False,Normal
2016-06-05,1533.1979999999999,2016,6,5,6,22,2,157,1,1192.31,982.5640000000001,1571.695,1618.982285714285,1117.3078833333334,1595.9354084917939,1462.560192086331,-0.14582136920954789,False,Normal
2016-06-07,59.768,2016,6,7,1,23,2,159,0,1533.1979999999999,794.146,450.94,1514.0711428571424,1104.2688166666667,1681.061610200661,1459.2042299043062,-0.7841969606383229,False,Normal
2016-06-08,145.504,2016,6,8,2,23,2,160,0,59.768,1119.786,167.232,1374.8879999999995,1103.54455,1757.731513607988,1456.0689071599047,-0.7470511378257445,False,Normal
2016-06-09,797.116,2016,6,9,3,23,2,161,0,145.504,681.1,2198.76,1391.4617142857137,1056.8230833333334,1750.63209168323,1454.4999716666666,-0.46473491249974525,False,Normal
2016-06-11,3373.5640000000003,2016,6,11,5,23,2,163,1,797.116,5178.138,1121.362,1133.665428571428,1131.8964833333334,1118.9932995281583,1459.0583185273158,0.6515322435819721,False,Normal
2016-06-12,174.476,2016,6,12,6,23,2,164,1,3373.5640000000003,834.1980000000001,305.622,1039.419428571428,1127.5249499999998,1174.8094516296023,1456.0142845971563,-0.734498782006415,False,Normal
2016-06-13,1128.898,2016,6,13,0,24,2,165,0,174.476,1192.31,3981.968,1030.360571428571,1032.4226166666667,1173.6779749639934,1455.2409600472815,-0.32098764898846766,False,Normal
2016-06-14,51.072,2016,6,14,1,24,2,166,0,1128.898,1533.1979999999999,48.81,818.6282857142852,1032.4980166666667,1201.2123483072696,1451.9292408018866,-0.7879645737200875,False,Normal
2016-06-15,734.144,2016,6,15,2,24,2,167,0,51.072,59.768,154.442,914.9677142857138,1051.8214166666667,1156.4144511644022,1450.2403343529413,-0.49201804623765805,False,Normal
2016-06-16,3443.904,2016,6,16,3,24,2,168,0,734.144,145.504,191.968,1386.1677142857136,1160.2192833333331,1430.2100397477293,1454.9202960093899,0.6820076235464766,False,Normal
2016-06-18,1883.087,2016,6,18,5,24,2,170,1,3443.904,797.116,1060.35,1541.3064285714281,1187.64385,1414.4772448088079,1455.9230283372365,0.0057709000597236625,False,Normal
2016-06-19,446.346,2016,6,19,6,24,2,171,1,1883.087,3373.5640000000003,238.384,1123.132428571428,1194.575916666667,1198.7604242605141,1453.5642035046728,-0.6167088822203777,False,Normal
2016-06-20,829.544,2016,6,20,0,25,2,172,0,446.346,174.476,3141.1994999999997,1216.713571428571,1117.5207333333335,1136.3026637939595,1452.1096109557109,-0.45068521643080933,False,Normal
2016-06-21,107.976,2016,6,21,1,25,2,173,0,829.544,1128.898,69.908,1070.867571428571,1118.7896666666668,1212.4213032998255,1448.9837188372094,-0.7633104505824678,False,Normal
2016-06-22,2018.953,2016,6,22,2,25,2,174,0,107.976,51.072,255.968,1351.993428571428,1177.5558333333333,1163.719127027329,1450.3061533642692,0.0646359551387311,False,Normal
2016-06-23,836.9580000000001,2016,6,23,3,25,2,175,0,2018.953,734.144,47.368,1366.6811428571423,1203.8754999999999,1155.239276318737,1448.8863659722222,-0.44747304032820995,False,Normal
2016-06-25,857.08,2016,6,25,5,25,2,177,1,836.9580000000001,3443.904,10.86,997.1348571428567,1232.0828333333334,706.6769699167866,1447.5196076212471,-0.43875501934945305,False,Normal
2016-06-26,1592.1960000000001,2016,6,26,6,25,2,178,1,857.08,1883.087,169.54399999999998,955.5789999999995,1279.5045666666667,652.361400136684,1447.8529633640553,-0.12026000345541293,False,Normal
2016-06-28,1126.156,2016,6,28,1,26,2,180,0,1592.1960000000001,446.346,72.332,1052.6947142857139,1314.6320333333335,613.3528632634996,1447.1134301149425,-0.32217564290178397,False,Normal
2016-06-29,432.92600000000004,2016,6,29,2,26,2,181,0,1126.156,829.544,3862.0980000000004,996.0349999999996,1200.3263,654.3514810611812,1444.7873121559633,-0.6225232069164774,False,Normal
2016-07-02,1631.902,2016,7,2,5,26,3,184,1,432.92600000000004,107.976,1304.956,1213.7387142857137,1211.2245,555.7230827659287,1445.2154922196796,-0.103057054395552,False,Normal
2016-07-03,823.982,2016,7,3,6,26,3,185,1,1631.902,2018.953,610.3069999999999,1043.028571428571,1218.347,438.276063801018,1443.797150913242,-0.45309499839501993,False,Normal
2016-07-04,1138.288,2016,7,4,0,27,3,186,0,823.982,836.9580000000001,1739.4180000000001,1086.0757142857137,1198.3093333333334,429.3703396391821,1443.1012302961276,-0.3169193547338941,False,Normal
2016-07-05,121.646,2016,7,5,1,27,3,187,0,1138.288,857.08,982.5640000000001,981.0137142857137,1169.6120666666668,563.7039413704083,1440.0979229545453,-0.7573878113428493,False,Normal
2016-07-06,1379.812,2016,7,6,2,27,3,188,0,121.646,1592.1960000000001,794.146,950.6731428571422,1189.134266666667,530.0354132028386,1439.961220181406,-0.21227710749836654,False,Normal
2016-07-08,21.12,2016,7,8,4,27,3,190,0,1379.812,1126.156,1119.786,792.8108571428565,1152.5120666666667,625.0941980990569,1436.7511721719457,-0.8009415225500115,False,Normal
2016-07-09,1587.114,2016,7,9,5,27,3,191,1,21.12,432.92600000000004,681.1,957.6948571428566,1182.7125333333336,665.2756041850405,1437.0905916478557,-0.12246182149606713,False,Normal
2016-07-10,43.286,2016,7,10,6,27,3,192,1,1587.114,1631.902,5178.138,730.7497142857137,1011.5508000000001,667.9083493288566,1433.9513921171172,-0.7913379218634432,False,Normal
2016-07-11,1941.952,2016,7,11,0,28,3,193,0,43.286,823.982,834.1980000000001,890.4597142857136,1048.4759333333334,812.0321327528849,1435.0929665168542,0.03127464247670638,False,Normal
2016-07-12,2052.567,2016,7,12,1,28,3,194,0,1941.952,1138.288,1192.31,1021.0709999999993,1077.1511666666668,924.3048231290521,1436.4774374439462,0.0791994954021212,False,Normal
2016-07-13,2033.2559999999999,2016,7,13,2,28,3,195,0,2052.567,121.646,1533.1979999999999,1294.1581428571424,1093.8197666666667,896.2471261507281,1437.8125125279644,0.07083284680253984,False,Normal
2016-07-14,860.9159999999999,2016,7,14,3,28,3,196,0,2033.2559999999999,1379.812,59.768,1220.0301428571422,1120.5247000000002,909.345086240333,1436.5247970982143,-0.4370930409936976,False,Normal
2016-07-16,3029.386,2016,7,16,5,28,3,198,1,860.9159999999999,21.12,145.504,1649.782428571428,1216.6541,957.8643617279974,1440.0723721603565,0.5024143117448484,False,Normal
2016-07-17,448.082,2016,7,17,6,28,3,199,1,3029.386,1587.114,797.116,1487.0635714285709,1205.0196333333333,1061.432947765386,1437.867949111111,-0.6159567460301818,False,Normal
2016-07-18,525.72,2016,7,18,0,29,3,200,0,448.082,43.286,3373.5640000000003,1555.9827142857137,1110.0914999999998,963.1786148315738,1435.8454481152992,-0.5823194479112707,False,Normal
2016-07-19,2.025,2016,7,19,1,29,3,201,0,525.72,1941.952,174.476,1278.850285714285,1104.3431333333333,1102.6085639613307,1432.6732789823009,-0.8092145873839923,False,Normal
2016-07-20,2693.168,2016,7,20,2,29,3,202,0,2.025,2052.567,1128.898,1370.3647142857137,1156.4854666666665,1199.8268403152465,1435.45582803532,0.3567451149733698,False,Normal
2016-07-23,208.272,2016,7,23,5,29,3,205,1,2693.168,2033.2559999999999,51.072,1109.6527142857137,1161.7254666666668,1229.6846527841465,1432.7527799559473,-0.7198563887553432,False,Normal
2016-07-24,525.95,2016,7,24,6,29,3,206,1,208.272,860.9159999999999,734.144,1061.800428571428,1154.7856666666667,1247.3676341701541,1430.7598068131867,-0.5822197985312332,False,Normal
2016-07-25,2395.024,2016,7,25,0,30,3,207,0,525.95,3029.386,3443.904,971.1772857142852,1119.823,1094.2394863573206,1432.8744212719298,0.22757178992165994,False,Normal
2016-07-26,958.857,2016,7,26,1,30,3,208,0,2395.024,448.082,1883.087,1044.1451428571422,1089.0153333333333,1070.312514742978,1431.8371840262582,-0.3946593021665218,False,Normal
2016-07-27,29.97,2016,7,27,2,30,3,209,0,958.857,525.72,446.346,973.3237142857139,1075.1361333333334,1125.3214462040905,1428.7763386462882,-0.797107187709439,False,Normal
2016-07-30,443.802,2016,7,30,5,30,3,212,1,29.97,2.025,829.544,1036.4347142857137,1062.2780666666667,1072.938427015673,1426.6304250544663,-0.6178110910152269,False,Normal
2016-07-31,3712.162,2016,7,31,6,30,3,213,1,443.802,2693.168,107.976,1182.0052857142853,1182.4176,1364.64873365891,1431.5989719565216,0.7982325948077515,False,Normal
2016-08-01,1011.696,2016,8,1,0,31,3,214,0,3712.162,208.272,2018.953,1296.7801428571422,1148.8423666666667,1301.4244032295687,1430.6881195227766,-0.3717663735065209,False,Normal
2016-08-02,1290.478,2016,8,2,1,31,3,215,0,1011.696,525.95,836.9580000000001,1405.998428571428,1163.9596999999999,1257.2849739455448,1430.3846344155843,-0.2509817932212703,False,Normal
2016-08-05,72.65,2016,8,5,4,31,3,218,0,1290.478,2395.024,857.08,1074.2307142857137,1137.8120333333331,1259.2160770093694,1427.4521622030236,-0.7786157288398761,False,Normal
2016-08-06,494.86920000000003,2016,8,6,5,31,3,219,1,72.65,958.857,1592.1960000000001,1007.9467428571423,1101.2344733333334,1278.3677410277362,1425.4422851293104,-0.5956858091880539,False,Normal
2016-08-07,968.206,2016,8,7,6,31,3,220,1,494.86920000000003,29.97,1126.156,1141.9804571428565,1095.9694733333333,1205.8696757194887,1424.4589812903228,-0.3906087714970854,False,Normal
2016-08-08,760.1120000000001,2016,8,8,0,32,3,221,0,968.206,443.802,432.92600000000004,1187.1675999999993,1106.8756733333332,1181.0170238897272,1423.0333439914164,-0.4807671979732529,False,Normal
2016-08-09,4878.392000000001,2016,8,9,1,32,3,222,0,760.1120000000001,3712.162,1631.902,1353.7718857142852,1215.0920066666665,1603.3324254657616,1430.4323989293362,1.303511275160385,False,Normal
2016-08-10,851.4739999999999,2016,8,10,2,32,3,223,0,4878.392000000001,1011.696,823.982,1330.8830285714282,1216.0084066666668,1610.1588511301309,1429.1953083333335,-0.44118386467332305,False,Normal
2016-08-11,196.112,2016,8,11,3,32,3,224,0,851.4739999999999,1290.478,1138.288,1174.5450285714282,1184.60254,1666.865865653233,1426.566132835821,-0.7251248081521071,False,Normal
2016-08-13,586.896,2016,8,13,5,32,3,226,1,196.112,72.65,121.646,1248.0087428571424,1200.1108733333335,1620.9067004845033,1424.7796006382978,-0.5558144458539983,False,Normal
2016-08-15,497.59000000000003,2016,8,15,0,33,3,228,0,586.896,494.86920000000003,1379.812,1248.3974285714282,1170.7034733333332,1620.6963138896758,1422.81104522293,-0.594507000348028,False,Normal
2016-08-16,3378.9320000000002,2016,8,16,1,33,3,229,0,497.59000000000003,968.206,21.12,1592.786857142857,1282.6305399999999,1797.7013575192186,1426.955369279661,0.653857973460412,False,Normal
2016-08-17,381.64,2016,8,17,2,33,3,230,0,3378.9320000000002,760.1120000000001,1587.114,1538.7194285714284,1242.4480733333332,1832.2776040118986,1424.7454002114164,-0.6447432856321382,False,Normal
